ts,wtid,var001,var002,var003,var004,var005,var006,var007,var008,var009,var010,var011,var012,var013,var014,var015,var016,var017,var018,var019,var020,var021,var022,var023,var024,var025,var026,var027,var028,var029,var030,var031,var032,var033,var034,var035,var036,var037,var038,var039,var040,var041,var042,var043,var044,var045,var046,var047,var048,var049,var050,var051,var052,var053,var054,var055,var056,var057,var058,var059,var060,var061,var062,var063,var064,var065,var066,var067,var068
2018-07-01 00:00:44.649,1,404.68,29.39,53.9,181.6,404.85,33.09,33.09,0.0,59.05,-0.3,33.09,31.14,0.04,33.09,160.27,0,59.11,34.9,-0.79,0,29.29,32.9,0.01,54.5,0.0,0.0,5.19,27.34,32.9,29.1,0.72,0.0,43.2,221.54,54.29,35.59,34.79,404.16,0.03,55.29,0.02,186.39,251.0,29.56,55.2,191.19,0,29.62,-0.02,1.0,31.0,55.5,1,-15.0,31.1,-481.87,31.0,-0.04,-0.79,49.97,173.18,35.09,59.17,29.54,-0.76,0,31.6,9.97

2018-07-01 00:00:52.015,1,404.33,29.39,53.29,179.6,404.68,33.09,33.09,0.0,59.04,-0.3,33.09,31.14,0.04,33.09,170.16,0,59.11,34.9,-0.79,0,29.29,32.9,0.0,54.59,0.0,0.0,4.88,27.34,32.9,29.1,-0.82,0.0,43.2,197.65,54.5,35.59,34.79,404.33,0.03,55.29,-0.07,181.6,248.0,29.57,55.09,186.0,0,29.61,-0.01,1.0,31.0,55.59,1,-16.0,31.1,-484.33,31.0,-0.03,-0.79,49.95,170.17,35.09,59.19,29.54,-0.76,0,31.6,9.89

2018-07-01 00:00:59.384,1,404.16,29.39,53.9,159.6,405.02,33.09,33.09,0.0,59.04,-0.3,33.09,31.14,0.04,33.09,182.68,0,59.12,34.9,-0.79,0,29.29,32.9,0.01,54.5,0.0,0.0,4.99,27.34,32.9,29.1,-2.24,0.0,43.2,208.44,54.4,35.59,34.79,404.33,0.04,55.0,0.02,161.6,222.0,29.57,55.2,166.0,0,29.6,-0.01,1.0,31.0,55.79,1,-13.0,31.1,-481.87,31.0,-0.04,-0.79,49.95,171.55,35.09,59.17,29.54,-0.76,0,31.7,9.89

2018-07-01 00:01:06.747,1,404.68,29.39,53.29,166.0,404.68,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,176.53,0,59.13,34.9,-0.79,0,29.29,32.9,0.0,54.5,0.0,0.0,5.21,27.34,32.9,29.1,-2.93,0.0,43.2,221.54,54.5,35.59,34.79,403.64,0.0,55.29,0.02,171.19,232.0,29.57,55.09,172.39,0,29.63,0.0,1.0,31.0,55.79,1,-13.0,31.1,-481.87,31.0,-0.03,-0.79,49.95,176.84,35.09,59.15,29.54,-0.76,0,31.7,9.93

2018-07-01 00:01:14.114,1,404.68,29.39,53.4,145.19,404.68,33.2,33.09,0.0,59.03,-0.3,33.2,31.14,0.04,33.09,202.46,0,59.1,34.9,-0.79,0,29.29,32.9,0.0,54.5,0.0,0.0,5.22,27.34,32.9,29.1,-2.43,0.0,43.2,221.54,54.4,35.59,34.79,404.16,0.02,55.4,0.01,150.39,212.0,29.6,55.09,155.6,0,29.6,0.0,1.0,31.0,55.5,1,-15.0,31.1,-481.87,31.0,-0.04,-0.79,49.97,182.25,35.09,59.16,29.54,-0.76,0,31.6,9.86

2018-07-01 00:01:21.475,1,403.82,29.39,53.59,125.59,404.33,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,187.52,0,59.14,34.9,-0.79,0,29.29,32.9,0.02,54.5,0.0,0.0,4.49,27.34,32.9,29.1,-2.44,0.0,43.2,166.87,54.4,35.59,34.79,403.64,0.02,55.09,0.01,129.6,181.0,29.57,55.09,131.6,0,29.63,0.0,1.0,31.0,55.5,1,-15.0,31.1,-481.87,31.0,-0.04,-0.79,49.97,174.46,35.09,59.17,29.54,-0.76,0,31.6,9.84

2018-07-01 00:01:28.846,1,404.16,29.39,53.59,138.8,404.51,33.2,33.2,0.0,59.04,-0.3,33.2,31.14,0.04,33.2,157.63,0,59.12,34.9,-0.79,0,29.29,32.9,0.01,54.5,0.0,0.0,4.4,27.34,32.9,29.1,-3.33,0.0,43.2,161.12,54.5,35.59,34.79,403.64,0.03,55.0,0.01,140.8,196.0,29.58,55.2,143.19,0,29.61,-0.01,1.0,31.0,55.9,1,-16.0,31.1,-481.87,31.0,-0.04,-0.79,49.97,169.99,35.09,59.16,29.54,-0.76,0,31.6,10.04

2018-07-01 00:01:36.212,1,404.33,29.39,53.79,153.6,404.51,33.09,33.09,0.0,59.04,-0.3,33.09,31.14,0.04,33.09,200.04,0,59.1,34.9,-0.79,0,29.29,32.9,0.01,54.59,0.0,0.0,4.6,27.34,32.9,29.1,-4.4,0.0,43.29,168.27,54.4,35.59,34.79,403.64,0.04,55.09,0.01,155.6,215.0,29.55,55.2,158.8,0,29.6,0.0,1.0,31.0,55.9,1,-16.0,31.1,-481.87,31.0,-0.04,-0.79,49.97,173.7,35.09,59.19,29.54,-0.76,0,31.6,10.01

2018-07-01 00:01:43.580,1,404.68,29.39,53.79,152.39,404.68,33.2,33.2,0.0,59.04,-0.3,33.2,31.14,0.04,33.2,189.94,0,59.12,34.9,-0.79,0,29.29,32.9,0.0,54.7,0.0,0.0,5.15,27.44,32.9,29.1,-4.61,0.0,43.29,221.54,54.5,35.59,34.79,403.99,0.0,55.29,0.01,158.39,215.0,29.6,55.29,160.0,0,29.6,-0.01,1.0,31.0,55.79,1,-15.0,31.1,-481.87,31.0,-0.03,-0.79,49.99,174.81,35.09,59.19,29.54,-0.76,0,31.6,9.95

2018-07-01 00:01:50.941,1,404.33,29.39,53.29,136.8,404.51,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,175.21,0,59.13,34.9,-0.79,0,29.29,32.9,0.01,54.59,0.0,0.0,4.72,27.25,32.9,29.1,-5.22,0.0,43.2,185.35,54.4,35.59,34.79,404.33,0.03,55.09,-0.02,140.8,194.0,29.56,55.09,144.39,0,29.62,-0.01,0.99,31.0,55.4,1,-16.0,31.1,-483.1,31.0,-0.03,-0.79,50.0,170.23,35.09,59.17,29.54,-0.76,0,31.6,9.97

2018-07-01 00:01:58.310,1,404.33,29.39,53.59,128.39,404.51,33.2,33.2,0.0,59.04,-0.3,33.2,31.14,0.04,33.2,157.63,0,59.13,34.9,-0.79,0,29.29,32.9,0.02,54.4,0.0,0.0,4.59,27.44,32.9,29.1,-6.37,0.0,43.29,168.27,54.4,35.59,34.79,403.64,0.01,54.9,0.01,130.39,183.0,29.57,55.0,134.0,0,29.63,-0.01,1.0,31.0,55.5,1,-16.0,31.1,-481.87,31.0,-0.04,-0.79,50.02,168.4,35.09,59.16,29.54,-0.76,0,31.7,9.86

2018-07-01 00:02:05.676,1,404.16,29.39,53.29,133.6,403.99,33.09,33.09,0.0,59.04,-0.3,33.09,31.14,0.04,33.09,177.63,0,59.14,34.9,-0.79,0,29.29,32.9,0.0,54.5,0.0,0.0,4.33,27.34,32.9,29.1,-6.6,0.0,43.2,156.9,54.4,35.59,34.79,403.3,0.04,55.0,0.02,136.8,187.0,29.59,55.09,142.0,0,29.61,-0.01,1.0,31.0,55.59,1,-15.0,31.1,-481.87,31.0,-0.03,-0.79,50.02,177.43,35.09,59.16,29.54,-0.76,0,31.79,9.95

2018-07-01 00:02:13.038,1,407.79,29.39,53.29,148.39,407.79,33.09,33.2,0.0,59.04,-0.3,33.09,31.14,0.04,33.2,165.11,0,59.13,34.9,-0.79,0,29.29,32.9,0.0,54.5,0.0,0.0,4.65,27.34,32.9,29.1,-5.31,0.0,43.2,185.35,54.5,35.59,34.79,407.1,0.04,55.29,0.02,151.19,210.0,29.56,55.2,153.6,0,29.62,-0.01,1.0,31.0,55.9,1,-10.0,31.1,-481.87,31.0,-0.03,-0.79,50.02,180.12,35.09,59.15,29.54,-0.76,0,31.79,10.08

2018-07-01 00:02:20.407,1,408.13,29.39,53.2,166.0,408.48,33.09,33.2,0.0,59.04,-0.3,33.09,31.14,0.04,33.2,194.99,0,59.1,34.9,-0.79,0,29.29,32.9,0.02,54.5,0.0,0.0,4.77,27.34,32.9,29.1,-4.24,0.0,43.29,206.8,54.5,35.59,34.79,407.1,0.01,55.2,0.02,171.19,235.0,29.6,55.09,173.19,0,29.62,-0.01,1.0,31.0,55.59,1,-15.0,31.1,-481.87,31.0,-0.04,-0.79,50.02,181.78,35.09,59.18,29.54,-0.76,0,31.79,9.99

2018-07-01 00:02:27.774,1,407.79,29.39,53.29,148.39,408.13,33.09,33.2,0.0,59.04,-0.3,33.09,31.14,0.04,33.2,174.77,0,59.12,34.9,-0.79,0,29.29,32.9,0.01,54.5,0.0,0.0,4.85,27.34,32.9,29.1,-2.63,0.0,43.2,206.8,54.5,35.59,34.79,407.79,0.02,55.29,0.02,154.39,215.0,29.56,55.09,156.8,0,29.6,0.0,1.0,31.0,55.79,1,-15.0,31.1,-481.87,31.0,-0.04,-0.79,50.0,183.56,35.09,59.15,29.54,-0.76,0,31.79,9.89

2018-07-01 00:02:35.140,1,408.3,29.39,53.4,138.8,408.13,33.09,33.2,0.0,59.02,-0.3,33.09,31.14,0.04,33.2,157.63,0,59.13,34.9,-0.79,0,29.29,32.9,0.02,54.5,0.0,0.0,4.95,27.34,32.9,29.1,-2.82,0.0,43.2,197.65,54.29,35.59,34.79,407.1,0.04,54.79,0.01,145.19,206.0,29.59,55.09,145.19,0,29.61,-0.01,1.0,31.0,55.5,1,-18.0,31.1,-481.87,31.0,-0.04,-0.79,50.0,172.16,35.09,59.18,29.54,-0.76,0,31.79,9.88

2018-07-01 00:02:42.506,1,407.27,29.39,53.29,142.0,408.13,33.2,33.2,0.0,59.04,-0.3,33.2,31.14,0.04,33.2,175.21,0,59.1,34.9,-0.79,0,29.29,32.9,0.0,54.4,0.0,0.0,4.64,27.34,32.9,29.1,-3.84,0.0,43.09,168.27,54.29,35.59,34.79,407.27,0.04,55.09,0.01,147.19,202.0,29.59,55.09,150.39,0,29.6,-0.01,1.0,31.0,55.59,1,-15.0,31.1,-481.87,31.0,-0.04,-0.79,49.99,172.15,35.09,59.16,29.54,-0.76,0,31.79,9.86

2018-07-01 00:02:49.873,1,407.61,29.39,53.29,134.8,407.96,33.09,33.09,0.0,59.04,-0.3,33.09,31.14,0.04,33.09,185.1,0,59.13,34.9,-0.79,0,29.29,32.9,0.0,54.29,0.0,0.0,4.2,27.34,32.9,29.1,-4.48,0.0,43.2,131.52,54.29,35.5,34.79,406.58,0.04,55.0,0.01,134.8,193.0,29.58,55.0,138.0,0,29.64,-0.01,1.0,31.0,55.5,1,-16.0,31.1,-481.87,31.0,-0.03,-0.79,49.95,176.2,35.09,59.16,29.54,-0.76,0,31.79,9.95

2018-07-01 00:02:57.239,1,407.79,29.39,53.5,119.19,407.61,33.09,33.09,0.0,59.03,-0.3,33.09,31.14,0.04,33.09,180.27,0,59.11,34.9,-0.79,0,29.29,32.9,0.02,54.29,0.0,0.0,5.02,27.44,32.9,29.1,-4.5,0.0,43.2,208.44,54.29,35.59,34.79,407.1,0.03,54.79,-0.07,121.19,174.0,29.59,55.0,126.8,0,29.6,-0.01,1.0,31.0,55.5,1,-15.0,31.1,-484.33,31.0,-0.03,-0.79,49.95,177.23,35.09,59.17,29.54,-0.76,0,31.79,9.86

2018-07-01 00:03:04.606,1,407.44,29.39,53.7,112.0,407.79,33.2,33.2,0.0,59.04,-0.3,33.2,31.14,0.04,33.2,172.8,0,59.11,34.9,-0.79,0,29.29,32.9,0.01,54.5,0.0,0.0,4.23,27.34,32.9,29.1,-4.16,0.0,43.29,131.52,54.4,35.5,34.79,406.41,0.01,55.09,-0.02,114.0,166.0,29.59,55.09,119.19,0,29.62,-0.01,0.99,31.0,55.79,1,-19.0,31.1,-483.1,31.0,-0.04,-0.79,49.95,176.65,35.09,59.17,29.54,-0.76,0,31.79,9.97

2018-07-01 00:03:11.970,1,407.61,29.39,53.59,123.19,407.96,33.2,33.2,0.0,59.04,-0.3,33.2,31.14,0.04,33.2,182.68,0,59.1,34.9,-0.79,0,29.29,32.9,0.03,54.5,0.0,0.0,4.17,27.44,32.9,29.1,-4.02,0.0,43.29,131.52,54.2,35.59,34.79,407.27,0.03,55.2,0.02,130.39,184.0,29.59,55.0,134.0,0,29.61,-0.01,1.0,31.0,55.79,1,-13.0,31.1,-481.87,31.0,-0.03,-0.79,49.95,175.36,35.09,59.15,29.53,-0.76,0,31.79,10.1

2018-07-01 00:03:19.336,1,407.79,29.39,53.5,140.0,407.96,33.09,33.2,0.0,59.04,-0.3,33.09,31.14,0.04,33.2,167.74,0,59.13,34.9,-0.79,0,29.29,32.79,0.04,54.5,0.0,0.0,4.74,27.34,32.79,29.1,-3.85,0.0,43.2,185.35,54.29,35.59,34.79,406.58,0.02,55.09,0.02,145.19,199.0,29.56,55.0,146.39,0,29.62,-0.01,1.0,31.0,55.5,1,-15.0,31.1,-481.87,31.0,-0.04,-0.79,49.97,176.44,35.09,59.15,29.54,-0.76,0,31.79,10.04

2018-07-01 00:03:26.703,1,407.96,29.39,53.09,182.39,407.96,33.2,33.2,0.0,59.04,-0.3,33.2,31.14,0.04,33.2,170.16,0,59.1,34.9,-0.79,0,29.29,32.9,0.01,54.4,0.0,0.0,5.27,27.34,32.9,29.1,-3.22,0.0,43.2,257.5,54.29,35.5,34.79,407.1,0.04,55.0,0.02,187.6,253.0,29.56,54.9,190.0,0,29.64,0.0,1.0,31.0,55.4,1,-15.0,31.1,-481.87,31.0,-0.03,-0.79,49.97,180.99,35.09,59.18,29.54,-0.76,0,31.79,10.17

2018-07-01 00:03:34.068,1,407.27,29.39,53.5,197.19,408.13,33.09,33.09,0.0,59.04,-0.31,33.09,31.14,0.04,33.09,192.79,0,59.09,34.9,-0.79,0,29.2,32.79,0.02,54.29,0.0,0.0,6.04,27.34,32.79,29.1,-1.71,0.01,43.29,391.95,54.29,35.5,34.79,407.1,0.02,54.79,0.02,204.39,268.0,29.58,55.09,205.6,0,29.65,-0.02,1.0,31.0,55.5,1,-13.0,31.1,-481.87,31.0,-0.04,-0.79,49.99,188.48,35.09,59.17,29.54,-0.76,0,31.79,10.17

2018-07-01 00:03:41.434,1,407.96,29.39,53.79,197.19,408.13,33.09,33.09,0.0,59.04,-0.3,33.09,31.14,0.04,33.09,189.94,0,59.14,34.9,-0.79,0,29.29,32.79,0.04,54.4,0.0,0.0,5.92,27.34,32.79,29.1,0.12,0.0,43.29,350.1,54.29,35.5,34.79,407.27,0.03,55.0,0.02,203.19,272.0,29.56,55.09,204.39,0,29.62,-0.01,1.0,31.0,55.59,1,-12.0,31.1,-481.87,31.0,-0.04,-0.79,50.0,186.4,35.09,59.18,29.54,-0.76,0,31.7,10.25

2018-07-01 00:03:48.799,1,407.96,29.39,53.59,228.39,408.48,33.09,33.09,0.0,59.05,-0.3,33.09,31.14,0.04,33.09,169.5,0,59.12,34.9,-0.79,0,29.29,32.79,0.01,54.29,0.0,0.0,6.22,27.34,32.79,29.1,0.57,0.0,43.29,376.54,54.29,35.59,34.79,407.1,0.03,55.2,0.02,233.19,308.0,29.55,55.0,236.8,0,29.63,-0.01,1.0,31.0,55.59,1,-16.0,31.1,-481.87,31.0,-0.04,-0.79,50.02,179.72,35.09,59.16,29.54,-0.76,0,31.7,10.7

2018-07-01 00:03:56.163,1,407.79,29.39,53.79,251.19,408.13,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,185.1,0,59.12,34.9,-0.79,0,29.29,32.79,0.01,54.5,0.0,0.0,5.86,27.25,32.79,29.1,0.34,0.0,43.2,350.1,54.5,35.5,34.79,407.96,0.03,54.79,-0.07,253.19,337.0,29.55,55.09,257.6,0,29.61,-0.01,1.0,31.0,55.79,1,-16.0,31.1,-484.33,31.0,-0.04,-0.79,50.02,180.54,35.09,59.17,29.54,-0.76,0,31.6,10.98

2018-07-01 00:04:03.534,1,408.3,29.39,53.9,242.8,408.48,33.09,33.09,0.0,59.04,-0.3,33.09,31.14,0.04,33.09,172.8,0,59.1,34.9,-0.79,0,29.29,32.79,0.01,54.5,0.0,0.0,5.47,27.34,32.79,29.1,0.47,0.0,43.29,267.73,54.29,35.5,34.79,407.44,0.01,55.09,0.02,248.0,325.0,29.58,55.0,252.39,0,29.64,-0.01,1.0,31.0,55.59,1,-15.0,31.1,-481.87,31.0,-0.04,-0.79,50.02,180.5,35.09,59.18,29.54,-0.76,0,31.6,10.83

2018-07-01 00:04:10.899,1,407.96,29.39,53.4,230.39,407.96,33.09,33.09,0.0,59.04,-0.29,33.09,31.14,0.04,33.09,195.21,0,59.12,34.9,-0.79,0,29.29,32.9,0.0,54.29,0.0,0.0,5.78,27.34,32.9,29.1,0.72,0.0,43.2,332.0,54.29,35.5,34.79,407.44,0.01,55.2,-0.07,235.19,314.0,29.58,55.0,240.8,0,29.63,-0.01,1.0,31.0,55.2,1,-18.0,31.1,-484.33,31.0,-0.03,-0.79,50.0,184.1,35.09,59.19,29.54,-0.76,0,31.5,10.75

2018-07-01 00:04:18.264,1,407.27,29.39,53.79,225.19,407.96,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,187.52,0,59.1,34.9,-0.79,0,29.29,32.79,0.01,54.5,0.0,0.0,5.79,27.25,32.79,29.1,1.4,0.0,43.2,332.0,54.29,35.5,34.79,407.27,0.03,54.7,0.02,230.0,305.0,29.59,55.2,231.6,0,29.62,-0.01,1.0,31.0,55.79,1,-13.0,31.1,-481.87,31.0,-0.04,-0.79,49.99,184.68,35.09,59.19,29.54,-0.76,0,31.5,10.68

2018-07-01 00:04:25.630,1,407.79,29.39,53.79,224.0,407.79,33.09,33.2,0.0,59.04,-0.3,33.09,31.14,0.04,33.2,200.04,0,59.12,34.9,-0.79,0,29.29,32.9,0.0,54.5,0.0,0.0,5.67,27.25,32.9,29.1,2.87,0.0,43.2,323.45,54.5,35.5,34.79,406.92,0.01,54.79,-0.02,229.19,302.0,29.58,55.0,231.6,0,29.6,-0.01,1.0,31.0,55.79,1,-16.0,31.1,-483.1,31.0,-0.04,-0.79,49.95,190.79,35.09,59.16,29.54,-0.76,0,31.6,10.57

2018-07-01 00:04:32.997,1,407.1,29.39,53.79,227.19,407.96,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,182.68,0,59.12,34.9,-0.79,0,29.29,32.9,0.0,54.4,0.0,0.0,6.15,27.25,32.9,29.1,3.99,0.0,43.2,376.54,54.4,35.5,34.79,407.44,0.04,54.79,-0.07,230.0,303.0,29.59,55.2,232.8,0,29.62,-0.01,1.0,31.0,55.79,1,-15.0,31.1,-484.33,31.0,-0.04,-0.79,49.95,185.73,35.09,59.19,29.54,-0.76,0,31.6,10.66

2018-07-01 00:04:40.363,1,407.79,29.39,53.09,227.19,407.96,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,165.54,0,59.12,34.9,-0.79,0,29.29,32.9,0.01,54.29,0.0,0.0,5.43,27.34,32.9,29.1,3.87,0.0,43.09,269.11,54.29,35.5,34.79,406.75,0.04,55.2,0.02,236.39,307.0,29.56,55.09,238.0,0,29.6,-0.01,1.0,31.0,55.29,1,-16.0,31.1,-481.87,31.0,-0.04,-0.79,49.95,178.81,35.09,59.17,29.54,-0.76,0,31.6,10.73

2018-07-01 00:04:47.728,1,407.79,29.39,53.29,236.39,407.96,33.2,33.09,0.0,59.03,-0.3,33.2,31.14,0.04,33.09,197.63,0,59.11,34.9,-0.79,0,29.29,32.9,0.0,54.29,0.0,0.0,5.78,27.34,32.9,29.1,2.99,0.0,43.29,332.0,54.29,35.5,34.79,407.44,0.03,55.0,-0.02,242.8,322.0,29.57,55.09,245.19,0,29.62,-0.01,1.0,31.0,55.5,1,-16.0,31.1,-483.1,31.0,-0.04,-0.79,49.97,181.79,35.09,59.18,29.53,-0.76,0,31.6,10.86

2018-07-01 00:04:55.095,1,407.61,29.39,53.79,257.2,408.13,33.2,33.09,0.0,59.04,-0.3,33.2,31.25,0.04,33.09,177.63,0,59.11,34.9,-0.79,0,29.29,32.9,0.02,54.5,0.0,0.0,6.03,27.25,32.9,29.1,2.71,0.0,43.29,391.95,54.4,35.5,34.79,407.96,0.03,54.79,-0.02,262.39,346.0,29.55,55.09,266.0,0,29.63,-0.01,1.0,31.0,55.79,1,-13.0,31.1,-483.1,31.0,-0.04,-0.79,49.95,180.25,35.09,59.15,29.54,-0.76,0,31.6,11.16

2018-07-01 00:05:02.457,1,407.79,29.39,53.0,276.0,408.3,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,172.8,0,59.12,34.9,-0.79,0,29.29,32.9,0.0,54.2,0.0,0.0,6.37,27.25,32.9,29.1,2.29,0.0,43.09,449.58,54.2,35.5,34.79,407.79,0.01,55.09,0.02,280.0,369.0,29.58,55.0,283.6,0,29.61,-0.01,1.0,31.0,55.2,1,-15.0,31.1,-481.87,31.0,-0.04,-0.79,49.97,179.98,35.09,59.18,29.53,-0.76,0,31.6,11.35

2018-07-01 00:05:09.827,1,407.61,29.39,53.9,276.0,408.13,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,182.9,0,59.1,34.9,-0.79,0,29.29,32.9,0.04,54.5,0.0,0.0,5.96,27.25,32.9,29.1,2.36,0.0,43.29,391.95,54.4,35.5,34.79,406.75,0.01,54.79,0.02,280.0,366.0,29.57,55.0,283.6,0,29.64,0.0,1.0,31.0,55.79,1,-18.0,31.1,-481.87,31.0,-0.04,-0.79,49.97,184.9,35.09,59.18,29.54,-0.76,0,31.6,11.35

2018-07-01 00:05:17.193,1,407.27,29.39,53.5,275.2,408.3,33.09,33.09,0.0,59.04,-0.3,33.09,31.14,0.04,33.09,175.21,0,59.11,34.9,-0.79,0,29.29,32.9,0.02,54.29,0.0,0.0,6.21,27.34,32.9,29.1,3.25,0.0,43.29,376.54,54.2,35.5,34.79,407.1,0.02,54.7,0.02,280.0,368.0,29.58,55.0,280.39,0,29.61,-0.01,0.99,31.0,55.4,1,-16.0,31.1,-481.87,31.0,-0.04,-0.79,49.99,188.05,35.09,59.18,29.54,-0.76,0,31.6,11.31

2018-07-01 00:05:24.559,1,408.3,29.39,53.0,274.0,408.13,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,182.68,0,59.13,34.9,-0.79,0,29.29,32.9,0.03,54.29,0.0,0.0,6.43,27.34,32.9,29.1,3.5,0.0,43.09,449.58,54.2,35.5,34.79,407.27,0.02,55.09,0.02,276.79,363.0,29.54,55.0,281.6,0,29.62,0.0,1.0,31.0,55.4,1,-16.0,31.1,-481.87,31.0,-0.04,-0.79,50.0,183.2,35.09,59.19,29.54,-0.76,0,31.6,11.35

2018-07-01 00:05:31.924,1,408.13,29.29,53.09,272.0,408.65,33.2,33.09,0.0,59.04,-0.3,33.2,31.14,0.04,33.09,195.21,0,59.12,34.9,-0.79,0,29.2,32.9,0.0,54.29,0.0,0.0,6.37,27.25,32.9,29.1,4.4,0.0,43.2,449.58,54.2,35.5,34.79,407.27,0.04,55.09,0.01,276.79,363.0,29.55,55.0,280.39,0,29.64,0.0,1.0,31.0,55.2,1,-15.0,31.1,-481.87,31.0,-0.03,-0.79,50.02,190.97,35.09,59.16,29.54,-0.76,0,31.6,11.33

2018-07-01 00:05:39.291,1,408.13,29.39,53.09,277.2,408.3,33.09,33.2,0.0,59.02,-0.31,33.09,31.25,0.04,33.2,202.46,0,59.11,34.9,-0.79,0,29.29,32.9,0.01,54.29,0.0,0.0,6.31,27.25,32.9,29.1,5.65,0.0,43.2,426.04,54.29,35.5,34.79,407.79,0.03,55.09,-0.07,283.2,369.0,29.55,55.09,285.6,0,29.61,0.0,1.0,31.0,55.59,1,-18.0,31.1,-484.33,31.0,-0.04,-0.79,50.02,190.62,35.09,59.18,29.54,-0.76,0,31.6,11.41

